"station_id","station_name","latitude","longitude","elevation","tz"
444002,"CRAIG VALLEY",37.55742,-80.17922,2702,"America/New_York"
495007,"PUU LUA",22.08924,-159.67904,3274,"Pacific/Honolulu"
361031,"CAMP WILLIAM PENN",41.15208,-75.15108,1142,"America/New_York"
95501,"AMERICUS/PLAINS",32.11056,-84.18417,456,"America/New_York"
180302,"CATOCTIN MOUNTAIN",39.65139,-77.49333,1485,"America/New_York"
32801,"POINSETT",35.56792,-90.71164,389,"America/Chicago"
170131,"ISLE AU HAUT",44.06667,-68.64167,0,"America/New_York"
418301,"BRAZORIA NWR",29.14631,-95.30308,8,"America/Chicago"
382901,"MARION 01",34.18583,-79.33622,93,"America/New_York"
451207,"CASTLE ROCK",46.27139,-122.89194,213,"America/Los_Angeles"
99902,"STAFFORD",30.91722,-81.42944,25,"America/New_York"
353048,"NORTH BANK",43.35556,-123.19139,1913,"America/Los_Angeles"
152001,"TRIANGLE MTN",38.17708,-83.40647,1360,"America/New_York"
317501,"FINCH'S STATION",35.428,-78.02282,87,"America/New_York"
280101,"BLUE MOUNTAIN LAKES",41.08889,-74.91278,1375,"America/New_York"
99803,"OKE-NW",30.97524,-82.39638,125,"America/New_York"
31404,"BLANCHARD SPRINGS",35.97444,-92.19417,1200,"America/Chicago"
410401,"CLARKSVILLE",33.62685,-95.09054,399,"America/Chicago"
451917,"BUCK CREEK",46.05667,-121.53861,2690,"America/Los_Angeles"
300411,"LAKE PLEASANT",43.47016,-74.41307,1800,"America/New_York"
500964,"GRANITE",60.7269,-149.28962,669,"America/Anchorage"
464601,"LOGAN",37.855,-81.91444,1650,"America/New_York"
384601,"WALTERBORO",32.92378,-80.63067,99,"America/New_York"
384201,"SAVANNAH NWR",32.17166,-81.11996,7,"America/New_York"
33001,"BOONEVILLE",35.14278,-93.895,343,"America/Chicago"
98401,"ADEL",31.10972,-83.42694,232,"America/New_York"
171603,"RACHEL CARSON - FTS",43.27903,-70.59003,50,"America/New_York"
31502,"HORSESHOE BEND",36.2685,-91.71678,540,"America/Chicago"
300312,"MT VANHOEVENBERG",44.2,-73.9,2000,"America/New_York"
353036,"GRANDAD",43.41583,-122.57722,2900,"America/Los_Angeles"
41909,"HOMEWOOD",39.0835,-120.17115,7121,"America/Los_Angeles"
119701,"BEAN RIDGE",37.24861,-89.37861,700,"America/Chicago"
97903,"RICHMOND HILL",31.97750833,-81.38221944,20,"America/New_York"
96801,"MIDWAY",31.78417,-81.43861,15,"America/New_York"
156001,"JACKSON CO AP",37.59194,-83.31475,1388,"America/New_York"
192101,"BLUE HILLS",42.20766,-71.11051,110,"America/New_York"
370450,"NINIGRET",41.37928,-71.58219,39,"America/New_York"
353043,"MT. YONCALLA",43.63831,-123.32694,1822,"America/Los_Angeles"
101049,"ROUNDTOP",46.53361,-114.59167,6560,"America/Los_Angeles"
413302,"RATCLIFF",31.395,-95.13889,434,"America/Chicago"
97901,"LAWSON",31.90433889,-81.59468056,91,"America/New_York"
127901,"THE TOWER RAWS",38.69148,-86.00268,927,"America/Indiana/Indianapolis"
170850,"MOOSEHORN",45.11433,-67.2806,210,"America/New_York"
383401,"SANTEE NWR",33.5575,-80.44139,78,"America/New_York"
241512,"PONY CREEK",47.62583,-113.69222,5510,"America/Denver"
360432,"MANADA GAP",40.411,-76.711,625,"America/New_York"
280231,"NEW MIDDLESEX COUNTY",40.40722,-74.49417,94,"America/New_York"
280291,"JACKSON",40.09861,-74.31611,105,"America/New_York"
97802,"TAYLOR'S CREEK",31.94338889,-81.75440833,96,"America/New_York"
361802,"LOCH LOMOND",41.20389,-74.88972,886,"America/New_York"
414102,"HUNTSVILLE",30.73556,-95.63611,230,"America/Chicago"
239204,"PIEDMONT",37.2405,-90.27361,840,"America/Chicago"
412202,"HENDERSON",32.13669,-94.84736,353,"America/Chicago"
125701,"HARDIN RIDGE",39.01333,-86.43639,750,"America/Indiana/Indianapolis"
95701,"BYROMVILLE",32.16806,-83.97472,322,"America/New_York"
361002,"ALLEGHENY",41.54339,-79.12672,1766,"America/New_York"
383201,"ORANGEBURG",33.54586,-80.84114,321,"America/New_York"
30101,"TRIMBLE MTN",36.46983,-93.92363,1585,"America/Chicago"
93502,"DYAR PASTURE",33.64727,-83.29462,481,"America/New_York"
97902,"PEMBROKE",32.10191944,-81.62630833,71,"America/New_York"
239004,"BIG SPRING",36.97569,-90.99808,653,"America/Chicago"
238802,"MOUNTAIN VIEW",36.99125,-91.71017,1182,"America/Chicago"
42312,"MIDDLE PEAK",37.92778,-122.58722,2339,"America/Los_Angeles"
41810,"TAHOE DONNER",39.33819,-120.27339,7399,"America/Los_Angeles"
319201,"LUMBERTON",34.59508,-79.08494,120,"America/New_York"
450117,"COUGAR MOUNTAIN",47.93886,-123.06919,2400,"America/Los_Angeles"
280051,"COYLE FIELD",39.8125,-74.425,180,"America/New_York"
411401,"GILMER",32.70111,-94.94472,295,"America/Chicago"
463802,"BEE MOUNTAIN",38.20028,-81.62,1353,"America/New_York"
127301,"BIG OAKS",38.92528,-85.3625,900,"America/Indiana/Indianapolis"
318202,"ROCKINGHAM",34.96027,-79.68977,400,"America/New_York"
446801,"JAMES RIVER",37.25944,-77.14056,50,"America/New_York"
380801,"DURBIN CREEK",34.72237,-82.097,225,"America/New_York"
360112,"HOPEWELL",40.24794,-75.78669,444,"America/New_York"
360331,"KENNEDY PRESERVE",41.10447,-78.49167,2245,"America/New_York"
96701,"GLISSONS POND",32.07455,-81.81993056,155,"America/New_York"
97701,"BAXLEY",31.71361,-82.38778,195,"America/New_York"
94301,"BRENDER",33.05056,-83.71639,440,"America/New_York"
280071,"ANCORA HOSPITAL",39.68462,-74.86474,116,"America/New_York"
449905,"BACK BAY",36.67198,-75.91625,5,"America/New_York"
318503,"FORT LIBERTY",35.1451,-79.0708,453,"America/New_York"
237401,"CARR CREEK",37.18056,-91.11806,1400,"America/Chicago"
180701,"SUSQUEHANNA",39.60738,-76.15983,369,"America/New_York"
383101,"SAVRIV",33.33306,-81.59167,275,"America/New_York"
431301,"MT. TABOR",43.34833,-72.98417,668,"America/New_York"
430601,"ELMORE",44.54312,-72.52906,1164,"America/New_York"
40225,"SLATER BUTTE",41.85834,-123.35366,4621,"America/Los_Angeles"
30901,"WEDINGTON",36.11772,-94.39497,1286,"America/Chicago"
119001,"CRAB ORCHARD",37.67917,-89.00278,450,"America/Chicago"
154801,"BIG SANDY",37.74883,-82.64122,1180,"America/New_York"
451718,"GREENWATER",47.11556,-121.59556,2405,"America/Los_Angeles"
94501,"LOUISVILLE",32.98611,-82.38222,311,"America/New_York"
96301,"METTER",32.39139,-82.03722,198,"America/New_York"
93701,"OCONEE",33.20833,-83.71361,476,"America/New_York"
236403,"SINKIN",37.50139,-91.25944,1333,"America/Chicago"
31201,"SILVER HILL",35.97028,-92.74639,930,"America/Chicago"
182101,"TUCKAHOE",38.94583,-75.93556,49,"America/New_York"
238201,"CASSVILLE",36.6489,-93.7436,1487,"America/Chicago"
280091,"WOODBINE",39.23,-74.80389,43,"America/New_York"
41406,"SODA CREEK",39.425,-122.97722,1725,"America/Los_Angeles"
305803,"WALLKILL RIVER NWR",41.26147,-74.53733,278,"America/New_York"
382603,"CONGAREE",33.81472,-80.78111,123,"America/New_York"
93601,"MILLEDGEVILLE",33.01028,-83.20722,395,"America/New_York"
86501,"NATIONAL KEY DEER NWR",24.72422,-81.38864,10,"America/New_York"
350916,"MT. WILSON",45.03958,-121.67354,4002,"America/Los_Angeles"
383701,"SAVRAW",33.21083,-81.59056,330,"America/New_York"
240224,"HORNET",48.87658,-114.50935,6500,"America/Denver"
182201,"POWELLVILLE",38.35783,-75.4309,53,"America/New_York"
311001,"WARRENTON",36.36139,-78.09935,435,"America/New_York"
40244,"ASH CREEK",41.27681,-121.98057,3677,"America/Los_Angeles"
96201,"MCRAE",32.09417,-82.88194,201,"America/New_York"
236501,"COUNCIL BLUFF",37.72222,-90.93389,1322,"America/Chicago"
281501,"EB FORSYTHE",39.46499,-74.44908,20,"America/New_York"
317001,"UWHARRIE (TROY)",35.36203,-79.86214,540,"America/New_York"
192701,"OXBOW",42.51483,-71.61542,240,"America/New_York"
310801,"CASWELL GAME LANDS",36.38549,-79.29189,580,"America/New_York"
464302,"BEECH FORK",38.30056,-82.41722,735,"America/New_York"
500908,"KENAI LAKE",60.41032,-149.36688,470,"America/Anchorage"
337501,"SHAWNEE",38.695,-83.19694,1068,"America/New_York"
461601,"CONAWAY LAKE",39.44583,-80.86889,1190,"America/New_York"
235901,"WAH KON TAH",37.89667,-93.99167,945,"America/Chicago"
312501,"DUKE FOREST",35.97101,-79.09333,565,"America/New_York"
44726,"PEPPERMINT",36.0734,-118.54136,7385,"America/Los_Angeles"
418302,"SAN BERNARD NWR",28.86472,-95.56792,14,"America/Chicago"
150703,"CRITTENDEN",38.76917,-84.60194,935,"America/New_York"
305702,"EASTPORT",40.87361,-72.71389,100,"America/New_York"
237301,"ROBY",37.52161,-92.1165,1167,"America/Chicago"
381201,"CAROLINA SANDHILLS",34.66194,-80.27417,394,"America/New_York"
93801,"FORT GORDON",33.34688,-82.21222,477,"America/New_York"
361231,"KINZUA",41.90056,-79.11861,1408,"America/New_York"
238502,"AVA",36.64939,-92.86872,1100,"America/Chicago"
181501,"PATUXENT",39.05492,-76.82383,200,"America/New_York"
441631,"GLENPED",37.62639,-79.5125,865,"America/New_York"
412601,"PALESTINE",31.7425,-95.57167,380,"America/Chicago"
464203,"MARLINTON",38.22444,-80.03778,3082,"America/New_York"
100425,"MAGEE PEAK",47.88373,-116.29898,4720,"America/Los_Angeles"
182002,"BLACKWATER",38.44579,-76.09315,15,"America/New_York"
403301,"HAMBLEN CO. HQ",36.25722,-83.27722,1163,"America/New_York"
93501,"WASHINGTON",33.77972,-82.81361,616,"America/New_York"
380601,"KINGS MOUNTAIN",35.14556,-81.40222,820,"America/New_York"
416601,"ATTWATER NWR",29.67042,-96.26817,145,"America/Chicago"
382301,"LONG CANE",33.92278,-82.1425,383,"America/New_York"
181510,"CEDARVILLE",38.65239,-76.81609,209,"America/New_York"
382604,"WEIR TOWER",34.02175,-80.86768,548,"America/New_York"
191203,"CACO",41.97556,-70.02417,110,"America/New_York"
300311,"SCHROON LAKE",43.8,-73.7,820,"America/New_York"
360272,"BEAR KNOB",40.93158,-77.94656,2229,"America/New_York"
125201,"SULLIVAN RAWS",39.07507,-87.35251,531,"America/Indiana/Indianapolis"
300891,"WANAKENA",44.16667,-74.9,1500,"America/New_York"
353227,"ZIM",42.685,-122.39028,4089,"America/Los_Angeles"
172501,"TURNER BROOK",46.29722,-69.84694,1280,"America/New_York"
236902,"MT VERNON",37.18889,-93.92972,1266,"America/Chicago"
351419,"POINT PROM II",45.35472,-117.70444,6607,"America/Los_Angeles"
41015,"RODEO VALLEY",39.66796,-123.32129,2428,"America/Los_Angeles"
380902,"WHITMIRE",34.53803,-81.56192,383,"America/New_York"
305103,"STONYKILL",41.54139,-73.95,200,"America/New_York"
410202,"CADDO",33.74089,-95.92236,527,"America/Chicago"
430402,"NULHEGAN",44.76722,-71.70139,1245,"America/New_York"
361171,"OLD MOUNTAIN",41.56444,-77.40861,1909,"America/New_York"
338401,"DEAN",38.69389,-82.63972,993,"America/New_York"
314602,"LEXINGTON",35.79209,-80.31157,750,"America/New_York"
41017,"MCGUIRES",39.35262,-123.60158,627,"America/Los_Angeles"
337302,"MERRELL RIDGE",39.60928,-81.16714,820,"America/New_York"
443304,"FAPH_SOUTH 1",38.04264,-77.237,206,"America/New_York"
360351,"COFFIN ROCK",41.23778,-77.75167,2328,"America/New_York"
100708,"KELLY",46.7181,-115.26083,2739,"America/Los_Angeles"
511202,"CABO ROJO",17.97306,-67.16278,109,"America/Puerto_Rico"
443302,"FAPH_EODTC",38.13206,-77.18456,80,"America/New_York"
412101,"ATHENS",32.22111,-95.76611,470,"America/Chicago"
44102,"CRANE",37.75947,-119.82056,6634,"America/Los_Angeles"
235202,"CAMDENTON",37.97444,-92.69,1062,"America/Chicago"
419602,"GREENVILLE",33.23833,-95.92472,478,"America/Chicago"
443301,"FAPH_DELOS",38.09567,-77.272,196,"America/New_York"
270131,"BEAR BROOK",43.15677,-71.37684,365,"America/New_York"
360991,"BIG KNOB",40.30326,-77.58981,812,"America/New_York"
464901,"GRANDVIEW",37.83255,-81.06805,2317,"America/New_York"
360231,"DOLL HILL",41.60586,-78.23653,2054,"America/New_York"
180335,"ASSATEAGUE ISLAND",38.08167,-75.20444,12,"America/New_York"
236601,"FARMINGTON",37.76167,-90.42833,946,"America/Chicago"
338201,"VINTON FURNACE",39.20008,-82.39425,920,"America/New_York"
44511,"MOUNT TOM",37.37642,-119.17927,8982,"America/Los_Angeles"
85801,"BRIGHTON",27.11963,-81.08272,15,"America/New_York"
351813,"CORVALLIS",44.41833,-123.32528,308,"America/Los_Angeles"
447502,"STONY FORK",37.01111,-81.17861,2540,"America/New_York"
338403,"ZALESKI",39.29158,-82.39231,730,"America/New_York"
443303,"FAPH_NORTH1",38.18953,-77.29842,201,"America/New_York"
463001,"LAKIN",38.96083,-82.08861,576,"America/New_York"
441531,"PRINCE WILLIAM",38.56458,-77.37113,200,"America/New_York"
301901,"SARA",43.00971,-73.65071,375,"America/New_York"
100711,"PIERCE",46.49643,-115.79556,3085,"America/Los_Angeles"
233701,"CLINTON",38.3493,-93.7723,760,"America/Chicago"
234502,"SULLIVAN",38.23389,-91.15,922,"America/Chicago"
440901,"HEADQUARTERS",38.66667,-78.37,1200,"America/New_York"
316602,"MT. ISLAND LAKE",35.37917,-80.99256,676,"America/New_York"
465201,"ELKHORN",37.40333,-81.54444,2100,"America/New_York"
360571,"FORNEY TRAIL",39.99337,-77.95872,1002,"America/New_York"
41211,"COHASSET",39.87184,-121.76898,1733,"America/Los_Angeles"
44203,"MINARETS",37.40715,-119.34585,5313,"America/Los_Angeles"
100421,"FISH HOOK",47.13518,-115.8766,4270,"America/Los_Angeles"
452128,"VIEWPOINT",47.85528,-120.89028,3695,"America/Los_Angeles"
234801,"MBOT",38.61278,-90.26083,510,"America/Chicago"
300171,"SHERBURNE",42.7,-75.5,1100,"America/New_York"
232401,"ASHLAND",38.81194,-92.25694,798,"America/Chicago"
351319,"BLACK MTN RIDGE",45.57361,-118.23861,4965,"America/Los_Angeles"
42601,"BEAVER",38.4819,-120.31582,4651,"America/Los_Angeles"
344001,"CLEARVIEW",35.42537,-96.19623,980,"America/Chicago"
40237,"COLLINS BALDY",41.77496,-122.95182,5476,"America/Los_Angeles"
43615,"PINECREST 2",38.18616,-120.01059,5706,"America/Los_Angeles"
360191,"MORAINE STATE PARK",40.93521,-80.10042,1105,"America/New_York"
353040,"BUCKEYE",43.03639,-122.65536,2264,"America/Los_Angeles"
42310,"BIG ROCK",38.03944,-122.57,1500,"America/Los_Angeles"
44713,"PARK RIDGE",36.72417,-118.9425,7540,"America/Los_Angeles"
300491,"LOWVILLE",43.80972,-75.47333,740,"America/New_York"
145801,"STATE LINE",38.24031,-94.66756,797,"America/Chicago"
441801,"LIME KILN",37.98639,-79.75944,2580,"America/New_York"
40916,"CASHMAN",40.00194,-120.915,4478,"America/Los_Angeles"
462901,"KEARNEYSVILLE",39.35628,-77.88031,602,"America/New_York"
352561,"WILLOW CREEK",44.02883,-123.17369,456,"America/Los_Angeles"
44105,"JERSEYDALE",37.54373,-119.8397,3762,"America/Los_Angeles"
100423,"NUCKOLS",47.50415,-115.93686,4000,"America/Los_Angeles"
313302,"7 MILE RIDGE",35.803,-82.6504,2061,"America/New_York"
451412,"HOZOMEEN",48.98083,-121.07833,1700,"America/Los_Angeles"
465401,"PIPESTEM",37.52639,-80.99917,2725,"America/New_York"
101221,"BEARSKIN CREEK",44.38556,-115.5505,7137,"America/Boise"
42010,"HAWKEYE",38.73509,-122.83706,2024,"America/Los_Angeles"
180303,"ANTIETAM NB",39.48944,-77.75333,450,"America/New_York"
413101,"ROUND PRAIRIE",31.29556,-96.36556,329,"America/Chicago"
517501,"VIEQUES",18.12167,-65.41583,37,"America/Puerto_Rico"
480115,"QUADRANT",44.92762,-110.99026,7900,"America/Denver"
42308,"BARNABY",38.02806,-122.70222,810,"America/Los_Angeles"
492018,"PALEHUA",21.38491,-158.10422,2400,"Pacific/Honolulu"
337301,"CHILLICOTHE",39.38583,-82.985,630,"America/New_York"
41411,"KONOCTI",38.91189,-122.70631,2163,"America/Los_Angeles"
150301,"KII",21.68833,-157.9525,5,"Pacific/Honolulu"
300011,"ALBANY PINE BUSH",42.70139,-73.93361,345,"America/New_York"
40805,"PANTHER SPRINGS",40.24212,-121.77573,3344,"America/Los_Angeles"
40609,"MANZANITA LAKE",40.54011,-121.58016,5732,"America/Los_Angeles"
43605,"MOUNT ELIZABETH",38.06293,-120.24725,4942,"America/Los_Angeles"
231501,"ATLANTA MO",39.86944,-92.52056,840,"America/Chicago"
336001,"BLUE ROCK",40.00986,-82.10325,932,"America/New_York"
430501,"ESSEX JUNCTION",44.49602,-73.12571,343,"America/New_York"
450131,"BUCK KNOLL",48.02833,-123.31083,1630,"America/Los_Angeles"
40217,"MT. SHASTA",41.31534,-122.31656,3573,"America/Los_Angeles"
40615,"WHITMORE",40.61948,-121.89962,2499,"America/Los_Angeles"
300892,"BRASHER FALLS",44.81847,-74.76339,179,"America/New_York"
440402,"FORT VALLEY",38.84417,-78.41528,800,"America/New_York"
101013,"FENN",46.10169,-115.54703,1520,"America/Los_Angeles"
516301,"CAMP SANTIAGO",18.01128,-66.29158,279,"America/Puerto_Rico"
40815,"LASSEN LODGE",40.34414,-121.71373,4159,"America/Los_Angeles"
418502,"ARANSAS",28.30442,-96.82344,9,"America/Chicago"
340901,"OSAGE",36.59742,-96.29794,847,"America/Chicago"
415602,"LA GRANGE",29.9075,-96.86,155,"America/Chicago"
231301,"CHILLICOTHE",39.90663,-93.70369,780,"America/Chicago"
240225,"FIELDING",48.27773,-113.43258,4641,"America/Denver"
499902,"SCHOFIELD BARRACKS",21.495,-158.08194,980,"Pacific/Honolulu"
360151,"RIENZE",41.64722,-76.33039,1268,"America/New_York"
270071,"LANCASTER",44.52626,-71.57246,898,"America/New_York"
44729,"SUGARLOAF",36.72667,-118.675,7950,"America/Los_Angeles"
44109,"WAWONA",37.53447,-119.64497,4309,"America/Los_Angeles"
40520,"FIVE CENT",40.75365,-122.93214,2602,"America/Los_Angeles"
41005,"EEL RIVER (MNF)",39.82497,-123.08431,1500,"America/Los_Angeles"
353339,"SELDOM CREEK",42.4075,-122.19139,4875,"America/Los_Angeles"
206401,"PLAINWELL",42.66308,-85.64696,741,"America/Detroit"
419701,"CEDAR HILL SP",32.60917,-96.99306,520,"America/Chicago"
40518,"BACKBONE",40.88929,-123.14251,4609,"America/Los_Angeles"
44302,"BIG SUR",36.24536,-121.78015,354,"America/Los_Angeles"
44521,"DINKEY",37.06649,-119.15726,5737,"America/Los_Angeles"
120201,"BAILLY",41.63167,-87.08778,647,"America/Chicago"
180201,"GREEN RIDGE",39.68745,-78.42206,1090,"America/New_York"
360131,"BLAIR HELIBASE",40.43971,-78.41839,1040,"America/New_York"
494001,"MAKAPULAPAI",21.20333,-156.96611,75,"Pacific/Honolulu"
40516,"TRINITY CAMP",40.78642,-122.80449,3308,"America/Los_Angeles"
43211,"BANNER ROAD",38.28442,-120.48975,2803,"America/Los_Angeles"
44734,"MTN HOME",36.22402,-118.66545,7030,"America/Los_Angeles"
476001,"DODGEVILLE",43.02301,-90.13934,1260,"America/Chicago"
520101,"COTTON VALLEY",17.74128,-64.62572,503,"America/St_Thomas"
480101,"BECHLER",44.14939,-111.04479,6400,"America/Denver"
300971,"BOLTER CREEK",42.52795,-76.77685,1608,"America/New_York"
42108,"ATLAS PEAK",38.47485,-122.2648,1934,"America/Los_Angeles"
423106,"CHEPETA",40.81028,-110.07333,12120,"America/Denver"
40812,"PATTYMOCUS",40.28608,-122.87469,3772,"America/Los_Angeles"
452206,"PEOH POINT",47.15222,-120.94667,4020,"America/Los_Angeles"
112001,"MIDEWIN TALLGRASS PRAIRIE",41.34167,-88.13083,489,"America/Chicago"
44115,"SMITH PEAK (STF)",37.80052,-120.10081,3871,"America/Los_Angeles"
476201,"BROOKLYN",42.87,-89.49861,800,"America/Chicago"
201004,"MUNISING",46.42583,-86.62,771,"America/Detroit"
476003,"LANCASTER",42.8264,-90.6865,1085,"America/Chicago"
40222,"SAWYERS BAR",41.30123,-123.12971,2455,"America/Los_Angeles"
418503,"MATAGORDA ISLAND",28.12289,-96.80219,18,"America/Chicago"
243402,"PORPHYRY",46.83821,-110.71813,8232,"America/Denver"
40719,"WESTWOOD",40.30587,-120.90332,6155,"America/Los_Angeles"
50207,"DRY LAKE",40.53472,-106.78083,8416,"America/Denver"
41809,"READER RANCH",39.30351,-121.11725,1968,"America/Los_Angeles"
452121,"STEHEKIN-AIRSTRIP",48.34694,-120.72028,1230,"America/Los_Angeles"
301011,"GANG MILLS",42.1,-77.1,1100,"America/New_York"
137801,"CEDAR RIVER TNC SWAMP",41.41472,-91.25114,667,"America/Chicago"
40920,"SWAIN MOUNTAIN",40.44527,-121.1041,6099,"America/Los_Angeles"
40512,"FRIEND MTN.",40.50552,-123.3432,4418,"America/Los_Angeles"
350912,"POLLYWOG",45.45861,-121.44639,3320,"America/Los_Angeles"
41001,"BOONVILLE",38.98736,-123.34846,644,"America/Los_Angeles"
301101,"IROQUOIS",43.11286,-78.40431,628,"America/New_York"
101031,"POWELL",46.51178,-114.68583,3666,"America/Los_Angeles"
419801,"TEMPLE",31.05639,-97.34694,573,"America/Chicago"
41409,"KNOXVILLE CREEK",38.86194,-122.41722,2200,"America/Los_Angeles"
350812,"MIDDLE MTN",45.57944,-121.59694,2544,"America/Los_Angeles"
490308,"DILLINGHAM",21.57194,-158.19861,102,"Pacific/Honolulu"
450207,"QUILCENE",47.82306,-122.88306,62,"America/Los_Angeles"
419802,"MCGREGOR",31.38389,-97.41278,636,"America/Chicago"
495005,"MAKAHA RIDGE",22.12975,-159.72235,1800,"Pacific/Honolulu"
474601,"LA CROSSE",43.82225,-91.19219,1200,"America/Chicago"
203802,"BALDWIN",43.87639,-85.85139,820,"America/Detroit"
419601,"LBJ",33.28267,-97.63206,932,"America/Chicago"
475701,"PARDEEVILLE",43.55807,-89.30636,830,"America/Chicago"
498012,"KULA 1",20.69631,-156.31189,6620,"Pacific/Honolulu"
476401,"EAGLE",42.85961,-88.51591,938,"America/Chicago"
473901,"BLACK RIVER FALLS",44.29663,-90.72678,898,"America/Chicago"
203101,"WELLSTON",44.22217,-85.94161,796,"America/Detroit"
44719,"CEDAR GROVE",36.78778,-118.65611,4720,"America/Los_Angeles"
21005,"COLUMBINE",32.70389,-109.91389,9521,"America/Phoenix"
44522,"SHAVER",37.13683,-119.26169,5632,"America/Los_Angeles"
142301,"POTAWATOMI",39.34312,-95.85393,1100,"America/Chicago"
415501,"BASTROP",30.20139,-97.30361,383,"America/Chicago"
463501,"UPPER TRACT",38.81667,-79.27722,1705,"America/New_York"
417905,"SOUTH AUSTIN RAWS",30.17667,-97.87417,722,"America/Chicago"
136101,"NEAL SMITH",41.56667,-93.25833,898,"America/Chicago"
44505,"MOUNTAIN REST",37.05411,-119.37209,4110,"America/Los_Angeles"
203202,"EVART",43.90173,-85.24517,1112,"America/Detroit"
417904,"EAST AUSTIN RAWS",30.2652,-97.61542,442,"America/Chicago"
40503,"HAYFORK",40.54851,-123.16513,2325,"America/Los_Angeles"
476002,"BOSCOBEL",43.14917,-90.68417,673,"America/Chicago"
145201,"TALLGRASS PRAIRIE",38.435,-96.56056,1231,"America/Chicago"
40632,"ARBUCKLE BASIN",40.43784,-122.83093,2452,"America/Los_Angeles"
101014,"SYRINGA",46.15788,-115.7,3377,"America/Los_Angeles"
42701,"MOUNT ZION",38.39006,-120.6524,2967,"America/Los_Angeles"
44732,"WOLVERTON",36.445,-118.70333,5240,"America/Los_Angeles"
452221,"SAWMILL FLATS",46.9675,-121.08444,3000,"America/Los_Angeles"
200102,"WAKEFIELD",46.44028,-89.82667,1200,"America/Menominee"
452134,"DRY CREEK",47.72722,-120.53972,3661,"America/Los_Angeles"
201002,"DOE LAKE",46.25361,-86.71417,815,"America/Detroit"
419702,"GRANBURY",32.44694,-97.81694,792,"America/Chicago"
474301,"NECEDAH",44.02861,-90.08306,950,"America/Chicago"
418101,"GUADALUPE RIVER SP",29.85944,-98.50528,1147,"America/Chicago"
453413,"TACOMA CREEK",48.49028,-117.43583,3240,"America/Los_Angeles"
20221,"PROMONTORY",34.36528,-111.01444,7842,"America/Phoenix"
999994,"OBRIEN RIDGE",46.00065,-113.66662,7889,"America/Denver"
353228,"EVANS CREEK",42.59772,-123.10503,3257,"America/Los_Angeles"
490301,"MAKUA RANGE",21.52861,-158.22611,20,"Pacific/Honolulu"
102401,"PINE CREEK PASS",43.53992,-111.20186,7332,"America/Boise"
496023,"KAHUKU",19.23222,-155.78,5894,"Pacific/Honolulu"
512901,"GUANICA",17.95421,-66.88327,17,"America/Puerto_Rico"
40802,"EAGLE PEAK",39.92694,-122.64194,3713,"America/Los_Angeles"
43308,"SPRING VALLEY",37.5625,-122.43639,1075,"America/Los_Angeles"
41402,"HIGH GLADE LOOKOUT",39.2089,-122.80999,4807,"America/Los_Angeles"
244606,"YELLOW MULE",45.16583,-111.35944,9200,"America/Denver"
202010,"BEAR",44.76115,-86.05864,788,"America/Detroit"
470302,"GLIDDEN",46.14472,-90.59028,1550,"America/Chicago"
474201,"WAUTOMA",44.05608,-89.29219,791,"America/Chicago"
475601,"HORICON",43.57056,-88.60861,800,"America/Chicago"
201504,"RACO",46.35806,-84.80389,750,"America/Detroit"
202801,"GRAYLING",44.71889,-84.70917,1120,"America/Detroit"
420206,"RED SPUR",41.63167,-111.41194,8872,"America/Denver"
201302,"SPINCICH LAKE",46.457,-85.62772,273,"America/Detroit"
470304,"CLAM LAKE",46.1975,-90.97,1500,"America/Chicago"
42616,"BARON",38.85445278,-120.0242833,6336,"America/Los_Angeles"
241308,"PARDEE",47.26833,-114.91694,4569,"America/Denver"
452307,"SIGNAL PEAK",46.22698,-121.13756,5052,"America/Los_Angeles"
40611,"REDDING",40.51579,-122.29218,499,"America/Los_Angeles"
201401,"REXTON",46.15321,-85.27071,862,"America/Detroit"
473501,"ROME (SARATOGA)",44.25667,-89.81,873,"America/Chicago"
40501,"BIG BAR",40.74216,-123.24918,1722,"America/Los_Angeles"
204001,"LEOTA",44.11861,-84.91833,1089,"America/Detroit"
201202,"SENEY",46.24028,-85.94278,900,"America/Detroit"
201505,"RUDYARD",46.24083,-84.51111,700,"America/Detroit"
416401,"NEASLONEY WMA RAWS",29.55714,-97.68397,357,"America/Chicago"
470202,"BARNES",46.34417,-91.54333,1210,"America/Chicago"
353122,"MERLIN",42.49975,-123.36917,1144,"America/Los_Angeles"
201506,"TROUT LAKE",46.18993,-84.98113,867,"America/Detroit"
44112,"EL PORTAL",37.67532778,-119.7879194,2073,"America/Los_Angeles"
201103,"HIGH BRIDGE",46.12583,-86.58056,826,"America/Detroit"
41101,"ALDER SPRINGS",39.65162,-122.72453,4543,"America/Los_Angeles"
45133,"HEAPS PEAK",34.23483,-117.13888,6455,"America/Los_Angeles"
44110,"MIAMI",37.41925,-119.74544,4267,"America/Los_Angeles"
241405,"PISTOL CREEK",47.21492,-114.0287,6043,"America/Denver"
210703,"GRAND PORTAGE",47.95029,-89.77993,1200,"America/Chicago"
44733,"CASE MOUNTAIN",36.41067,-118.80922,6450,"America/Los_Angeles"
40910,"QUINCY RD",39.97333,-120.94194,3652,"America/Los_Angeles"
470207,"WASHBURN",46.58513,-91.25558,1260,"America/Chicago"
470902,"SMITH RAPIDS",45.93222,-90.18083,1568,"America/Chicago"
